UserID,UserName,Age,Gender,Email,TotalCourses,TotalSpending,AverageSpending,AverageCourseRating,PreferredCategory,PreferredLevel,DiversityScore,EnrollmentFrequency,LearningDepthIndex,Cluster
U01477,phamtiffany,17,0,michael59@hotmail.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U01478,lindaparrish,35,0,allendavid@hotmail.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U01479,kathleenlewis,25,0,wheelerjames@yahoo.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U01480,zsmith,20,0,cynthia24@yahoo.com,1,0.78,0.78,3.89,7,0,1,1,1.0,1
U01481,david54,20,1,catherineriddle@outlook.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U01482,amanda99,17,1,ucarney@gmail.com,2,490.9,245.45,3.375,0,1,2,2,0.0,2
U01483,morrisonrebecca,18,1,catherine26@outlook.com,1,0.0,0.0,4.51,4,1,1,1,0.0,0
U01484,travisroman,17,1,ruizchristopher@hotmail.com,1,0.0,0.0,1.28,9,1,1,1,0.0,0
U01485,holtjohn,16,1,castanedajessica@hotmail.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U01486,dwilliams,17,1,edwardatkins@yahoo.com,1,0.0,0.0,1.59,6,0,1,1,1.0,1
U01487,david91,17,0,nicholasscott@hotmail.com,2,0.0,0.0,3.09,4,0,2,2,1.0,1
U01488,lawsonbeth,27,1,thomasprice@gmail.com,12,599.76,49.98,2.9325,3,2,7,12,0.6,3
U01489,mmacdonald,27,1,fharris@outlook.com,1,487.92,487.92,3.64,1,0,1,1,1.0,2
U01490,whenry,19,0,nicholas42@outlook.com,1,0.0,0.0,1.91,2,2,1,1,0.0,0
U01491,zfinley,17,0,wujames@hotmail.com,3,0.0,0.0,4.6066666666666665,5,2,2,3,0.0,0
U01492,bettywillis,23,0,amy04@outlook.com,4,837.6099999999999,209.4025,3.645,0,1,4,4,0.3333333333333333,2
U01493,lmatthews,18,0,zoconnor@hotmail.com,1,415.51,415.51,3.11,0,2,1,1,0.0,2
U01494,twalker,32,1,hwolfe@outlook.com,1,0.0,0.0,2.38,2,0,1,1,1.0,1
U01495,xsanchez,31,0,parkermark@hotmail.com,1,0.0,0.0,3.45,10,2,1,1,0.0,0
U01496,katelynanderson,22,0,erussell@gmail.com,13,1683.07,129.46692307692308,3.2684615384615388,1,0,9,13,4.0,3
U01497,ccrawford,35,0,perryashley@gmail.com,13,837.6099999999999,64.43153846153845,3.14,5,1,9,13,0.5714285714285714,3
U01498,joshuacastillo,15,1,christopherperez@yahoo.com,1,0.0,0.0,2.0,1,0,1,1,1.0,1
U01499,morrisdaniel,30,0,bobby50@yahoo.com,1,0.0,0.0,1.81,7,0,1,1,1.0,1
U01500,lindsey29,15,1,michellemejia@outlook.com,13,1002.27,77.09769230769231,3.012307692307693,0,0,9,13,1.0,3
U01501,dawnmccarty,23,1,arianarobinson@hotmail.com,1,119.04,119.04,2.75,6,2,1,1,0.0,0
U01502,stephen90,28,0,mwilson@outlook.com,1,57.32,57.32,4.74,11,0,1,1,1.0,1
U01503,julie92,30,0,christopher75@yahoo.com,1,276.37,276.37,2.72,4,0,1,1,1.0,1
U01504,qblack,31,1,christophermartin@outlook.com,1,472.28,472.28,4.74,9,1,1,1,0.0,2
U01505,haley15,35,1,sandra88@hotmail.com,3,0.0,0.0,4.23,2,1,3,3,0.0,0
U01506,nancy99,34,1,wnelson@hotmail.com,15,1160.56,77.37066666666666,3.232,0,0,9,15,1.4,3
U01507,aboyd,18,0,dramos@yahoo.com,3,353.43,117.81,2.736666666666667,1,1,3,3,0.3333333333333333,2
U01508,ljohnson,34,1,hannahcombs@yahoo.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U01509,benjamin24,15,0,shannonross@outlook.com,1,57.32,57.32,4.74,11,0,1,1,1.0,1
U01510,reginald30,16,0,masonamber@hotmail.com,2,0.0,0.0,2.075,3,1,2,2,0.0,0
U01511,garycarr,15,1,victoria98@yahoo.com,13,957.89,73.68384615384616,3.202307692307692,4,1,6,13,0.5714285714285714,3
U01512,stevensexton,19,1,stephen15@hotmail.com,12,1597.86,133.155,2.6366666666666667,2,0,8,12,1.25,3
U01513,valerieharmon,23,1,hamiltonmaria@hotmail.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U01514,craig92,25,1,daniel50@hotmail.com,1,0.0,0.0,3.64,0,1,1,1,0.0,0
U01515,rossanthony,35,0,coreyfowler@gmail.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U01516,daviddavis,19,1,wchapman@gmail.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U01517,lindsaykelly,26,1,kellymorgan@outlook.com,14,1184.67,84.61928571428572,2.825,0,0,10,14,0.8571428571428571,3
U01518,carolgamble,21,1,gregg70@gmail.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U01519,christopher18,16,1,holmesnatalie@hotmail.com,2,0.0,0.0,2.8150000000000004,4,0,2,2,1.0,1
U01520,mhayes,26,0,gilbert23@yahoo.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U01521,georgeerin,34,0,owensara@hotmail.com,1,327.99,327.99,1.51,10,1,1,1,0.0,2
U01522,vnelson,31,0,robin05@gmail.com,14,461.27,32.94785714285714,2.8892857142857147,5,0,8,14,1.0,3
U01523,egutierrez,16,1,kimcolleen@yahoo.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U01524,adam56,30,0,othompson@outlook.com,1,0.0,0.0,4.44,5,1,1,1,0.0,0
U01525,lisa07,32,0,gstrickland@gmail.com,2,347.48999999999995,173.74499999999998,2.56,7,0,2,2,2.0,1
U01526,jeremyarnold,20,1,robert14@yahoo.com,12,1765.17,147.0975,3.315,10,1,9,12,0.5,3
U01527,lucas92,29,0,gutierrezerin@hotmail.com,1,37.89,37.89,1.3,11,0,1,1,1.0,1
U01528,thompsontammy,16,1,tracy13@gmail.com,14,2194.62,156.75857142857143,3.25,1,1,10,14,0.375,3
U01529,wgraves,19,0,barbara11@gmail.com,3,0.0,0.0,3.616666666666667,2,0,3,3,0.5,1
U01530,qhorton,16,1,diazbreanna@hotmail.com,15,544.11,36.274,2.9426666666666668,7,0,8,15,2.0,3
U01531,brianberry,30,0,diazjessica@gmail.com,14,623.0799999999999,44.50571428571429,3.446428571428572,4,1,8,14,0.6666666666666666,3
U01532,alexanderjacob,28,0,brittanycampbell@gmail.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U01533,rebecca74,16,0,christopher19@gmail.com,3,111.18,37.06,3.9066666666666663,4,1,3,3,0.3333333333333333,0
U01534,robertpeters,28,1,annette96@hotmail.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U01535,khernandez,20,1,simpsonmandy@yahoo.com,4,944.3,236.075,3.1025,0,2,3,4,0.5,2
U01536,guerrerotonya,33,0,rachelvalencia@hotmail.com,12,1758.18,146.515,3.2183333333333337,0,0,8,12,1.25,3
U01537,qroberts,27,0,vasquezkayla@hotmail.com,3,887.79,295.93,3.623333333333333,0,2,3,3,0.0,2
U01538,thompsonjack,27,0,schaeferkara@hotmail.com,1,415.51,415.51,3.11,0,2,1,1,0.0,2
U01539,hmcdaniel,24,0,murphyrebecca@outlook.com,1,0.0,0.0,4.73,7,2,1,1,0.0,0
U01540,arroyojohn,30,0,lopezaaron@hotmail.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U01541,barrerajohn,29,0,erika24@gmail.com,4,684.17,171.0425,2.02,3,0,4,4,1.5,1
U01542,jsmith,18,0,patriciasmith@hotmail.com,1,177.34,177.34,3.89,5,0,1,1,1.0,1
U01543,smithjames,25,0,teresa86@yahoo.com,16,1848.28,115.5175,3.141875,6,2,10,16,0.4285714285714285,3
U01544,cphillips,31,0,debbieharris@yahoo.com,1,119.04,119.04,2.75,6,2,1,1,0.0,0
U01545,ganderson,15,0,vgreen@gmail.com,1,0.0,0.0,2.2,11,1,1,1,0.0,0
U01546,stefanie21,34,1,dawnnunez@hotmail.com,1,0.0,0.0,3.64,0,1,1,1,0.0,0
U01547,cookdesiree,17,1,ofuentes@hotmail.com,2,0.0,0.0,1.665,4,0,2,2,2.0,1
U01548,travis26,35,0,danielslisa@yahoo.com,1,0.0,0.0,2.88,9,1,1,1,0.0,0
U01549,katherinerobertson,34,0,zjohnson@outlook.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U01550,raymond40,16,1,fwalker@yahoo.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U01551,julian48,16,1,bryanmorris@hotmail.com,1,0.0,0.0,2.98,8,0,1,1,1.0,1
U01552,krussell,32,1,todd69@outlook.com,1,0.0,0.0,4.45,4,0,1,1,1.0,1
U01553,melinda52,27,1,dflynn@hotmail.com,15,631.0,42.06666666666667,2.920666666666667,3,0,10,15,1.0,3
U01554,smithcarl,20,1,hernandezlisa@yahoo.com,4,0.0,0.0,3.46,2,1,4,4,0.0,0
U01555,parkerrobert,23,0,zachary80@yahoo.com,1,0.0,0.0,3.65,3,1,1,1,0.0,0
U01556,benjamin25,23,0,linda46@outlook.com,2,0.0,0.0,4.445,6,0,2,2,1.0,1
U01557,rossdiane,17,1,omacdonald@yahoo.com,1,0.0,0.0,1.81,7,0,1,1,1.0,1
U01558,deborah16,32,1,sheila12@outlook.com,1,57.32,57.32,4.74,11,0,1,1,1.0,1
U01559,brownthomas,19,1,patrickgomez@hotmail.com,1,89.59,89.59,2.68,0,2,1,1,0.0,0
U01560,vickibrown,24,1,ghawkins@hotmail.com,1,0.0,0.0,3.6,3,2,1,1,0.0,0
U01561,miranda44,32,1,philipjohnson@yahoo.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U01562,crawfordmark,18,0,lreese@yahoo.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U01563,tiffanylopez,35,0,williamsrobert@yahoo.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U01564,vpena,28,0,susan39@outlook.com,1,346.71,346.71,1.23,10,0,1,1,1.0,1
U01565,daniellyons,32,1,louisday@hotmail.com,1,212.39,212.39,3.15,5,0,1,1,1.0,1
U01566,buckdenise,29,1,chrisphelps@gmail.com,1,0.0,0.0,3.64,0,1,1,1,0.0,0
U01567,olivia94,22,1,odonnellcraig@yahoo.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U01568,maldonadoandrew,26,0,tmorales@gmail.com,3,415.51,138.50333333333333,3.07,0,2,3,3,1.0,2
U01569,laurasmith,35,1,wfranco@yahoo.com,1,0.0,0.0,2.01,8,0,1,1,1.0,1
U01570,smithmark,31,1,robinirwin@hotmail.com,2,326.02,163.01,3.415,1,1,2,2,0.0,2
U01571,nicolerobinson,19,1,mary04@outlook.com,2,0.0,0.0,1.985,2,0,2,2,2.0,1
U01572,harrisonstephen,29,0,adam98@yahoo.com,1,53.86,53.86,2.47,6,1,1,1,0.0,0
U01573,jenniferscott,18,0,grayanne@gmail.com,2,487.92,243.96,3.545,1,0,2,2,1.0,1
U01574,whitemercedes,17,1,lamamber@gmail.com,1,346.71,346.71,1.23,10,0,1,1,1.0,1
U01575,richardsontammy,15,0,millerrandy@hotmail.com,13,1289.19,99.16846153846154,3.339230769230769,2,1,7,13,0.7142857142857143,3
U01576,charlessmith,35,1,aaguilar@hotmail.com,2,0.0,0.0,2.605,2,1,2,2,0.0,0
U01577,parkerkatelyn,30,1,andersonlisa@yahoo.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U01578,talvarado,26,1,valdezshannon@hotmail.com,15,1408.0,93.86666666666666,2.884666666666667,0,2,10,15,1.0,3
U01579,clewis,31,1,ashleyparker@gmail.com,1,0.0,0.0,1.59,6,0,1,1,1.0,1
U01580,ryanmoreno,15,0,bakeranne@hotmail.com,2,394.26,197.13,1.54,2,2,2,2,0.0,2
U01581,lori53,30,1,kruiz@yahoo.com,2,215.23,107.615,2.595,5,0,2,2,2.0,1
U01582,kingkristen,16,1,morrisjennifer@hotmail.com,1,0.0,0.0,4.11,8,2,1,1,0.0,0
U01583,daniel76,30,0,zcross@outlook.com,1,0.0,0.0,3.45,10,2,1,1,0.0,0
U01584,steven45,32,1,bradley75@outlook.com,1,0.0,0.0,4.44,5,1,1,1,0.0,0
U01585,vclark,27,1,brentbrooks@gmail.com,11,891.67,81.06090909090909,3.441818181818182,6,1,6,11,0.2857142857142857,3
U01586,bobby05,27,1,garrett72@hotmail.com,14,1193.63,85.25928571428572,3.0142857142857147,7,1,9,14,0.3333333333333333,3
U01587,greg26,27,1,evazquez@yahoo.com,2,37.89,18.945,2.615,2,0,2,2,1.0,1
U01588,williamwalker,32,1,nicolejohnson@outlook.com,1,0.0,0.0,3.45,10,2,1,1,0.0,0
U01589,harristravis,16,0,knightjanet@hotmail.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U01590,erinjohnson,33,1,cynthiaholland@hotmail.com,1,0.0,0.0,4.68,10,1,1,1,0.0,0
U01591,robert84,32,0,davisconnie@gmail.com,2,0.0,0.0,3.01,0,0,2,2,0.5,1
U01592,travisweber,33,1,raymond75@yahoo.com,4,0.0,0.0,2.295,2,1,4,4,0.3333333333333333,0
U01593,susan32,34,1,derekmiller@gmail.com,1,0.0,0.0,4.44,5,1,1,1,0.0,0
U01594,rking,35,1,xbrown@hotmail.com,1,37.89,37.89,1.3,11,0,1,1,1.0,1
U01595,ronaldperry,15,1,wjackson@hotmail.com,2,592.85,296.425,3.5,0,0,2,2,1.0,2
U01596,yorkerica,22,1,murrayjack@yahoo.com,2,0.0,0.0,2.39,3,1,2,2,0.0,0
U01597,sarahhopkins,21,0,nguyendonna@yahoo.com,1,299.57,299.57,3.74,3,1,1,1,0.0,2
U01598,zlevine,30,0,jessica13@gmail.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U01599,tracy23,29,0,hcoleman@gmail.com,1,0.0,0.0,2.98,8,0,1,1,1.0,1
U01600,sanderselizabeth,29,0,anthony38@yahoo.com,1,326.02,326.02,2.69,1,2,1,1,0.0,2
U01601,phall,23,0,kathleensandoval@yahoo.com,2,346.71,173.355,2.87,4,0,2,2,0.5,1
U01602,davisangel,31,0,ballen@outlook.com,13,871.4,67.03076923076922,3.276153846153846,0,1,10,13,0.6666666666666666,3
U01603,kennethmartinez,32,1,bromero@outlook.com,2,89.59,44.795,2.135,0,0,2,2,1.0,1
U01604,kevinmeza,31,0,timothy98@yahoo.com,1,0.0,0.0,3.45,10,2,1,1,0.0,0
U01605,acurtis,18,1,arthur42@yahoo.com,1,57.32,57.32,4.74,11,0,1,1,1.0,1
U01606,mdavies,17,0,grosscharles@gmail.com,1,346.71,346.71,1.23,10,0,1,1,1.0,1
U01607,ryan98,25,1,obaird@outlook.com,1,89.59,89.59,2.68,0,2,1,1,0.0,0
U01608,debbie14,15,0,watsonroger@outlook.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U01609,jonesjoan,15,1,tyler47@hotmail.com,1,0.0,0.0,2.2,11,1,1,1,0.0,0
U01610,kgarcia,31,1,michael22@gmail.com,1,0.0,0.0,2.01,8,0,1,1,1.0,1
U01611,sheilawilson,27,1,jerrylynn@hotmail.com,1,0.0,0.0,2.01,8,0,1,1,1.0,1
U01612,htaylor,29,1,kristine84@outlook.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U01613,alex16,25,1,rhodesjessica@outlook.com,1,0.0,0.0,4.94,2,1,1,1,0.0,0
U01614,mcarpenter,17,1,geoffrey77@hotmail.com,1,0.0,0.0,4.66,5,2,1,1,0.0,0
U01615,allisonpeters,29,1,ndaniel@gmail.com,1,0.0,0.0,1.81,7,0,1,1,1.0,1
U01616,lcalderon,20,1,nataliemartin@gmail.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U01617,marquezedward,21,1,brownbelinda@hotmail.com,1,0.0,0.0,1.28,9,1,1,1,0.0,0
U01618,victoriawebster,15,0,robertmccall@hotmail.com,13,898.9499999999999,69.14999999999999,3.129230769230769,8,0,8,13,0.8333333333333334,3
U01619,dbrown,20,0,william74@hotmail.com,1,490.9,490.9,4.55,0,1,1,1,0.0,2
U01620,dtorres,19,0,donovankatherine@gmail.com,1,0.0,0.0,4.44,5,1,1,1,0.0,0
U01621,kylebell,16,0,amy94@gmail.com,2,0.0,0.0,1.905,1,0,2,2,2.0,1
U01622,scottkennedy,15,0,christina10@hotmail.com,1,0.78,0.78,3.89,7,0,1,1,1.0,1
U01623,sarathomas,23,1,garciasean@gmail.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U01624,markwells,34,0,william38@hotmail.com,4,809.56,202.39,3.265,0,0,4,4,2.0,1
U01625,taylorjoshua,33,0,brittany29@outlook.com,3,394.26,131.42,3.2099999999999995,2,2,3,3,0.0,0
U01626,amythornton,26,0,howardjennifer@yahoo.com,1,0.0,0.0,4.14,6,1,1,1,0.0,0
U01627,collinslisa,23,0,diazjessica@outlook.com,13,732.86,56.37384615384615,2.856923076923077,2,1,9,13,0.5,3
U01628,emilymartin,26,1,martincynthia@gmail.com,14,1576.41,112.60071428571428,2.5435714285714286,1,0,7,14,1.2,3
U01629,hansondennis,28,0,shannondelgado@hotmail.com,1,53.86,53.86,2.47,6,1,1,1,0.0,0
U01630,laurie24,33,1,fnichols@gmail.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U01631,aaron63,18,0,gregorylarsen@hotmail.com,2,394.26,197.13,1.435,2,0,2,2,1.0,1
U01632,ygarcia,21,1,gouldphilip@yahoo.com,1,0.0,0.0,3.93,2,2,1,1,0.0,0
U01633,randy38,34,1,asimmons@hotmail.com,1,0.0,0.0,4.68,10,1,1,1,0.0,0
U01634,kevin78,35,1,victormiller@yahoo.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U01635,candrews,18,0,collierjeremy@gmail.com,14,743.14,53.08142857142857,2.9021428571428567,1,0,9,14,1.4,3
U01636,stevenknapp,19,1,zadams@hotmail.com,1,0.0,0.0,4.45,4,0,1,1,1.0,1
U01637,ferrellgeorge,30,1,robertwade@yahoo.com,13,1567.34,120.56461538461538,3.713846153846154,5,1,9,13,0.2222222222222222,3
U01638,jonathan56,26,1,leesavannah@yahoo.com,1,0.0,0.0,2.2,11,1,1,1,0.0,0
U01639,ubridges,27,1,seth87@hotmail.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U01640,taylorkimberly,23,0,thomas13@yahoo.com,1,0.0,0.0,4.72,8,2,1,1,0.0,0
U01641,bbowen,17,1,qlewis@gmail.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U01642,juliehernandez,26,1,hnelson@outlook.com,1,0.0,0.0,3.65,3,1,1,1,0.0,0
U01643,moorejulia,25,1,englishjustin@yahoo.com,1,89.59,89.59,2.68,0,2,1,1,0.0,0
U01644,katherine11,23,1,awallace@outlook.com,3,487.92,162.64,3.526666666666667,1,0,2,3,1.0,1
U01645,curtis73,19,1,jbaker@hotmail.com,3,0.78,0.26,3.333333333333333,1,0,3,3,2.0,1
U01646,wrojas,28,0,daviddaugherty@outlook.com,1,0.0,0.0,2.43,9,2,1,1,0.0,0
U01647,smithvincent,17,0,kellyflores@hotmail.com,13,1297.69,99.8223076923077,3.5084615384615385,2,1,9,13,0.5,3
U01648,mmosley,22,0,jessica65@hotmail.com,4,118.46,29.615,2.4925,7,0,3,4,1.5,1
U01649,maryharris,35,1,taylor63@outlook.com,13,2151.13,165.47153846153847,2.853846153846154,0,2,8,13,1.0,3
U01650,bethpalmer,33,1,tonyward@gmail.com,1,0.0,0.0,1.81,7,0,1,1,1.0,1
U01651,anthonygomez,25,0,ologan@yahoo.com,1,212.39,212.39,3.15,5,0,1,1,1.0,1
U01652,markharper,35,1,lisajones@yahoo.com,2,327.99,163.995,2.72,2,1,2,2,0.0,2
U01653,richard46,21,0,geraldbrown@outlook.com,1,0.0,0.0,2.61,4,0,1,1,1.0,1
U01654,lori03,22,0,parkmarisa@outlook.com,15,2711.54,180.7693333333333,3.111333333333333,1,0,9,15,1.3333333333333333,3
U01655,austinlee,23,1,rodneyreed@hotmail.com,1,0.0,0.0,1.81,7,0,1,1,1.0,1
U01656,norrisdakota,27,1,saragross@outlook.com,12,918.87,76.5725,3.1283333333333334,2,0,8,12,1.25,3
U01657,lopezjesse,22,0,sgreen@yahoo.com,1,0.0,0.0,3.65,3,1,1,1,0.0,0
U01658,spencer81,31,0,yyang@hotmail.com,1,177.34,177.34,3.89,5,0,1,1,1.0,1
U01659,brendarodriguez,27,0,williamsonwilliam@hotmail.com,3,540.38,180.1266666666667,3.1133333333333333,10,1,2,3,0.3333333333333333,0
U01660,clinton81,25,0,masoncynthia@gmail.com,2,95.21,47.605,3.02,11,0,1,2,2.0,1
U01661,tracywilson,27,0,cainangela@hotmail.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U01662,dustin08,28,1,joseph90@yahoo.com,15,2154.37,143.62466666666666,3.306666666666666,6,0,10,15,0.8333333333333334,3
U01663,sandra93,28,0,vbooth@gmail.com,2,0.0,0.0,3.0,8,1,2,2,0.0,0
U01664,sara98,23,0,rmayer@yahoo.com,2,415.51,207.755,3.065,0,2,2,2,0.0,2
U01665,kimberly94,34,0,melissa92@gmail.com,4,0.0,0.0,3.9575,3,1,3,4,0.0,0
U01666,fbarber,28,0,donna63@hotmail.com,14,589.19,42.085,2.785,4,0,9,14,1.0,3
U01667,sandrastewart,23,0,simpsondonald@yahoo.com,1,0.0,0.0,1.59,6,0,1,1,1.0,1
U01668,alambert,27,0,stephanievillarreal@yahoo.com,1,0.0,0.0,1.13,7,1,1,1,0.0,0
U01669,julie64,30,0,oramirez@outlook.com,2,53.86,26.93,3.575,6,1,2,2,0.0,0
U01670,justin64,19,1,bwilliamson@outlook.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U01671,apugh,25,1,egreen@yahoo.com,15,839.93,55.99533333333333,2.9560000000000004,6,1,10,15,0.4444444444444444,3
U01672,carolynfriedman,15,1,santosvictor@hotmail.com,1,0.0,0.0,4.51,4,1,1,1,0.0,0
U01673,francosusan,16,1,nataliestrong@gmail.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U01674,carl17,27,0,kimberly19@yahoo.com,14,1224.07,87.43357142857143,2.916428571428572,2,1,9,14,0.5714285714285714,3
U01675,douglasthompson,17,1,samantha32@yahoo.com,1,394.26,394.26,1.35,2,2,1,1,0.0,2
U01676,odunn,22,1,kennethfloyd@yahoo.com,1,0.0,0.0,4.79,8,0,1,1,1.0,1
U01677,mistypowell,22,1,tammy35@yahoo.com,2,0.0,0.0,2.88,1,0,2,2,2.0,1
U01678,christina89,31,0,upierce@hotmail.com,1,0.0,0.0,4.73,7,2,1,1,0.0,0
U01679,collinstracy,16,0,wcarpenter@gmail.com,1,0.0,0.0,4.45,4,0,1,1,1.0,1
U01680,slynch,30,1,chankayla@yahoo.com,1,0.0,0.0,2.0,1,0,1,1,1.0,1
U01681,brownryan,33,1,rthompson@hotmail.com,1,0.0,0.0,3.45,10,2,1,1,0.0,0
U01682,josephbrown,21,1,rogersmelissa@gmail.com,2,0.0,0.0,3.99,5,1,2,2,0.0,0
U01683,christywoods,19,0,powellandrew@gmail.com,1,326.02,326.02,2.69,1,2,1,1,0.0,2
U01684,meganwhite,26,0,bryan07@gmail.com,2,0.0,0.0,1.985,2,0,2,2,2.0,1
U01685,jameslarson,26,0,xvang@hotmail.com,1,0.0,0.0,1.73,7,2,1,1,0.0,0
U01686,nathan53,32,1,stacie37@yahoo.com,1,0.0,0.0,2.01,8,0,1,1,1.0,1
U01687,dianaburnett,23,0,cynthiahall@hotmail.com,2,0.0,0.0,3.885,8,0,1,2,2.0,1
U01688,valeriegalvan,28,0,millerzachary@gmail.com,2,0.0,0.0,3.15,8,0,2,2,0.5,1
U01689,burnsjoel,30,0,james38@outlook.com,1,0.0,0.0,3.32,11,1,1,1,0.0,0
U01690,lori78,27,1,ryandavila@yahoo.com,4,0.0,0.0,4.3075,0,1,4,4,0.0,0
U01691,morantoni,22,1,tiffany52@gmail.com,1,37.89,37.89,1.3,11,0,1,1,1.0,1
U01692,davidsonmark,26,1,ofletcher@hotmail.com,12,1372.26,114.355,3.330833333333333,0,0,10,12,0.8333333333333334,3
U01693,samantha22,21,1,aweeks@yahoo.com,2,276.37,138.185,2.6950000000000003,4,0,2,2,2.0,1
U01694,david68,35,1,dianacordova@gmail.com,1,342.61,342.61,4.84,10,2,1,1,0.0,2
U01695,christine15,32,1,jvega@gmail.com,13,1458.16,112.16615384615385,3.06923076923077,4,0,9,13,1.25,3
U01696,james12,31,0,aguilarmelissa@gmail.com,2,327.99,163.995,3.085,5,1,2,2,0.0,2
U01697,whicks,35,1,connerjennifer@outlook.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U01698,billyrivera,28,0,amberwalton@hotmail.com,1,0.0,0.0,1.13,7,1,1,1,0.0,0
U01699,michael90,23,0,evansdaniel@outlook.com,1,0.0,0.0,4.1,6,2,1,1,0.0,0
U01700,pagemichelle,25,0,costalori@hotmail.com,1,326.02,326.02,2.69,1,2,1,1,0.0,2
U01701,tracy73,22,1,jeannevargas@yahoo.com,1,117.68,117.68,2.57,3,0,1,1,1.0,1
U01702,ronaldalexander,21,0,jack38@gmail.com,14,957.02,68.35857142857142,3.3164285714285717,1,1,8,14,0.5714285714285714,3
U01703,hhogan,21,1,conleyshawn@outlook.com,3,487.92,162.64,3.516666666666667,1,0,3,3,2.0,1
U01704,ojohnston,30,0,yvelasquez@hotmail.com,2,89.59,44.795,3.810000000000001,0,1,2,2,0.0,0
U01705,riddleryan,28,1,melissapierce@outlook.com,1,472.28,472.28,4.74,9,1,1,1,0.0,2
U01706,zcarter,17,0,wallacejoseph@hotmail.com,1,0.0,0.0,3.85,9,1,1,1,0.0,0
U01707,brettcampbell,32,1,ypreston@outlook.com,3,119.04,39.68,4.16,2,0,3,3,0.5,1
U01708,ymorton,22,1,gibsonlori@hotmail.com,14,1615.22,115.37285714285714,2.645714285714285,6,2,9,14,0.5,3
U01709,klandry,35,0,smithlucas@gmail.com,1,0.0,0.0,2.14,5,1,1,1,0.0,0
U01710,amandajackson,32,1,johnsonwilliam@gmail.com,1,394.26,394.26,1.35,2,2,1,1,0.0,2
U01711,kyleharris,15,0,timothy04@gmail.com,1,53.86,53.86,2.47,6,1,1,1,0.0,0
U01712,millerkevin,30,1,vrose@hotmail.com,1,0.0,0.0,1.59,6,0,1,1,1.0,1
U01713,dholland,15,1,alec88@gmail.com,4,451.58,112.895,2.7,2,0,4,4,2.0,1
U01714,patricia40,24,0,hwebb@outlook.com,1,0.0,0.0,3.02,3,2,1,1,0.0,0
U01715,edwardsjose,27,1,vincent79@outlook.com,1,0.0,0.0,4.51,4,1,1,1,0.0,0
U01716,asalinas,22,0,michelle32@outlook.com,1,57.32,57.32,4.74,11,0,1,1,1.0,1
U01717,heather15,20,1,calebflores@hotmail.com,1,299.57,299.57,3.74,3,1,1,1,0.0,2
U01718,michelledecker,23,1,kevin26@yahoo.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U01719,ooliver,32,0,reesekathy@outlook.com,1,119.04,119.04,2.75,6,2,1,1,0.0,0
U01720,stoutaustin,21,0,jeanne53@hotmail.com,15,1655.97,110.398,3.285333333333333,3,1,8,15,0.625,3
U01721,lperry,15,0,johnbarry@outlook.com,10,810.29,81.029,3.357,11,0,7,10,1.0,3
U01722,dale82,30,0,seanreynolds@outlook.com,1,0.0,0.0,1.81,7,0,1,1,1.0,1
U01723,maryharrison,32,0,stephaniedixon@outlook.com,1,0.0,0.0,1.52,4,0,1,1,1.0,1
U01724,juan81,17,1,scottmendoza@hotmail.com,16,1227.77,76.735625,3.0875,4,0,10,16,1.1666666666666667,3
